solution_title,product_name.id,created_time,project_start_date,project_end_date,donor_1_d1_id,donor_3_d3_id,donor_2_d2_id,village_id,project_type
Chanaporn Songartharn 2022-2024 Scholarship,zcrm_361303000000463125,2022-06-20 08:03:37,2022-05-01,2024-03-30,zcrm_361303000000526039,,zcrm_361303000000526039,zcrm_361303000001699139,New
Arkhom Jatupornanon 2022-2025 Scholarship,zcrm_361303000000463125,2022-06-20 08:15:16,2022-05-01,2025-03-30,zcrm_361303000000526039,zcrm_361303000000526039,zcrm_361303000000526039,zcrm_361303000001699181,New
Phumin Plangngam 2022-2025 Scholarship,zcrm_361303000000463125,2022-06-20 08:16:37,2022-05-01,2025-03-30,zcrm_361303000000526039,zcrm_361303000000526039,zcrm_361303000000526039,zcrm_361303000001699181,New
Waraphon Thitiphumdechotrakul 2022-2024 Scholarship,zcrm_361303000000463125,2022-07-25 05:33:22,2022-08-01,2026-05-31,zcrm_361303000000526039,zcrm_361303000000526039,zcrm_361303000000526039,zcrm_361303000001884037,New
Kusuma Phadungkittara 2022-2026 Scholarship,zcrm_361303000000463125,2022-07-25 05:41:53,2022-08-01,2026-05-31,zcrm_361303000000526039,zcrm_361303000000526039,zcrm_361303000000526039,zcrm_361303000001884078,New
Sandod Samakan 2022-2026 Scholarship,zcrm_361303000000463125,2022-07-25 05:57:36,2022-08-01,2026-05-31,zcrm_361303000000526039,zcrm_361303000000526039,zcrm_361303000000526039,zcrm_361303000001905020,New
Suthitporn Sangapiensiribun 2022-2026 Scholarship,zcrm_361303000000463125,2022-07-25 07:07:03,2022-08-01,2026-05-31,zcrm_361303000000526039,zcrm_361303000000526039,zcrm_361303000000526039,zcrm_361303000001905042,New
Rungthiwa Boorapor 2022-2026 Scholarship,zcrm_361303000000463125,2022-07-25 07:17:48,2022-08-01,2026-05-31,zcrm_361303000000526039,zcrm_361303000000526039,zcrm_361303000000526039,zcrm_361303000001884168,New
Ban Huay Pueng Mai 2020 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2020-05-01,2021-03-31,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2020 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2020-05-01,2021-03-31,,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2020 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2020-05-01,2021-03-31,,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2020 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2020-05-01,2021-03-31,,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2020 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2020-05-01,2021-03-31,,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2020 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2020-05-01,2021-03-31,,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2020 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2020-05-01,2021-03-31,,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2020 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2020-05-01,2021-03-31,,,,zcrm_361303000001899133,Ongoing
Ban Huay Pueng Mai 2019 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2019-05-02,2020-03-31,zcrm_361303000000654106,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2019 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2019-05-02,2020-03-31,zcrm_361303000000654106,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2019 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2019-05-02,2020-03-31,zcrm_361303000000654106,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2019 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2019-05-02,2020-03-31,zcrm_361303000000654106,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2019 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2019-05-02,2020-03-31,zcrm_361303000000654106,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2019 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2019-05-02,2020-03-31,zcrm_361303000000654106,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2019 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2019-05-02,2020-03-31,zcrm_361303000000654106,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2019 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2019-05-02,2020-03-31,zcrm_361303000000654106,,,zcrm_361303000001899133,Ongoing
Ban Huay Pueng Mai 2018 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2018-05-02,2019-04-01,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2018 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2018-05-02,2019-04-01,,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2018 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2018-05-02,2019-04-01,zcrm_361303000000654106,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2018 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2018-05-02,2019-04-01,,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2018 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2018-05-02,2019-04-01,,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2018 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2018-05-02,2019-04-01,zcrm_361303000000654106,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2018 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2018-05-02,2019-04-01,zcrm_361303000000654106,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2018 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2018-05-02,2019-04-01,zcrm_361303000000654106,,,zcrm_361303000001899133,Ongoing
Ban Huay Pueng Mai 2017 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2017-05-02,2018-04-01,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2017 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2017-05-02,2018-04-01,,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2017 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2017-05-02,2018-04-01,zcrm_361303000000654106,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2017 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2017-05-02,2018-04-01,zcrm_361303000000654106,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2017 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2017-05-02,2018-04-01,,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2017 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2017-05-02,2018-04-01,zcrm_361303000000654106,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2017 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2017-05-02,2018-04-01,zcrm_361303000000654106,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2017 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2017-05-02,2018-04-01,zcrm_361303000000654106,,,zcrm_361303000001899133,Ongoing
Ban Huay Pueng Mai 2016 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2016-05-02,2017-04-01,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2016 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2016-05-02,2017-04-01,,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2016 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2016-05-02,2017-04-01,zcrm_361303000000654106,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2016 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2016-05-02,2017-04-01,,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2016 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2016-05-02,2017-04-01,,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2016 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2016-05-02,2017-04-01,,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2016 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2016-05-02,2017-04-01,zcrm_361303000000654106,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2016 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2016-05-02,2017-04-01,,,,zcrm_361303000001899133,Ongoing
Ban Huay Kai Pa 2016 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2016-05-02,2017-04-01,,,,zcrm_361303000000527047,Ongoing
Ban Huay Pueng Mai 2015 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2015-05-03,2016-04-01,zcrm_361303000000654106,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2015 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2015-05-03,2016-04-01,zcrm_361303000000654106,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2015 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2015-05-03,2016-04-01,zcrm_361303000000654106,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2015 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2015-05-03,2016-04-01,zcrm_361303000000654106,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2015 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2015-05-03,2016-04-01,zcrm_361303000000654106,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2015 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2015-05-03,2016-04-01,zcrm_361303000000654106,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2015 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2015-05-03,2016-04-01,zcrm_361303000000654106,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2015 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2015-05-03,2016-04-01,zcrm_361303000000654106,,,zcrm_361303000001899133,Ongoing
Ban Huay Kai Pa 2015 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2015-05-03,2016-04-01,,,,zcrm_361303000000527047,Ongoing
Ban Huay Pueng Mai 2014 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2014-05-03,2015-04-02,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2014 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2014-05-03,2015-04-02,,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2014 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2014-05-03,2015-04-02,,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2014 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2014-05-03,2015-04-02,,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2014 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2014-05-03,2015-04-02,,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2014 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2014-05-03,2015-04-02,,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2014 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2014-05-03,2015-04-02,,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2014 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2014-05-03,2015-04-02,,,,zcrm_361303000001899133,Ongoing
Ban Huay Kai Pa 2014 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2014-05-03,2015-04-02,,,,zcrm_361303000000527047,Ongoing
Ban Huay Pueng Mai 2013 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2013-05-03,2014-04-02,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2013 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2013-05-03,2014-04-02,zcrm_361303000000654106,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2013 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2013-05-03,2014-04-02,zcrm_361303000000654106,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2013 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2013-05-03,2014-04-02,,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2013 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2013-05-03,2014-04-02,,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2013 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2013-05-03,2014-04-02,,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2013 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2013-05-03,2014-04-02,zcrm_361303000000654106,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2013 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2013-05-03,2014-04-02,,,,zcrm_361303000001899133,Ongoing
Ban Huay Pueng Mai 2012 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2012-05-03,2013-04-02,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2012 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2012-05-03,2013-04-02,,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2012 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2012-05-03,2013-04-02,zcrm_361303000000654106,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2012 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2012-05-03,2013-04-02,,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2012 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2012-05-03,2013-04-02,,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2012 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2012-05-03,2013-04-02,,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2012 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2012-05-03,2013-04-02,zcrm_361303000000654106,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2012 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2012-05-03,2013-04-02,zcrm_361303000000654106,,,zcrm_361303000001899133,Ongoing
Ban Huay Pueng Mai 2011 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2011-05-04,2012-04-02,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2011 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2011-05-04,2012-04-02,,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2011 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2011-05-04,2012-04-02,,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2011 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2011-05-04,2012-04-02,,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2011 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2011-05-04,2012-04-02,,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2011 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2011-05-04,2012-04-02,,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2011 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2011-05-04,2012-04-02,,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2011 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2011-05-04,2012-04-02,,,,zcrm_361303000001899133,Ongoing
Ban Huay Pueng Mai 2010 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2010-05-04,2011-04-03,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2010 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2010-05-04,2011-04-03,,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2010 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2010-05-04,2011-04-03,,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2010 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2010-05-04,2011-04-03,,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2010 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2010-05-04,2011-04-03,,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2010 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2010-05-04,2011-04-03,,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2010 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2010-05-04,2011-04-03,,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2010 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2010-05-04,2011-04-03,,,,zcrm_361303000001899133,Ongoing
Ban Huay Pueng Mai 2009 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2009-05-04,2010-04-03,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2009 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2009-05-04,2010-04-03,,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2009 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2009-05-04,2010-04-03,,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2009 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2009-05-04,2010-04-03,,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2009 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2009-05-04,2010-04-03,,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2009 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2009-05-04,2010-04-03,,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2009 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2009-05-04,2010-04-03,,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2009 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2009-05-04,2010-04-03,,,,zcrm_361303000001899133,Ongoing
Ban Huay Pueng Mai 2008 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2008-05-04,2009-04-03,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2008 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2008-05-04,2009-04-03,,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2008 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2008-05-04,2009-04-03,,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2008 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2008-05-04,2009-04-03,,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2008 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2008-05-04,2009-04-03,,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2008 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2008-05-04,2009-04-03,,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2008 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2008-05-04,2009-04-03,,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2008 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2008-05-04,2009-04-03,,,,zcrm_361303000001899133,Ongoing
Ban Huay Pueng Mai 2007 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2007-05-05,2008-04-03,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2007 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2007-05-05,2008-04-03,,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2007 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2007-05-05,2008-04-03,,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2007 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2007-05-05,2008-04-03,zcrm_361303000002585001,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2007 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2007-05-05,2008-04-03,,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2007 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2007-05-05,2008-04-03,,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2007 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2007-05-05,2008-04-03,,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2007 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2007-05-05,2008-04-03,,,,zcrm_361303000001899133,Ongoing
Ban Nong Mae La 2007 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2007-05-05,2008-04-03,,,,zcrm_361303000001881810,Ongoing
Ban Huay Pueng Mai 2006 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2006-05-05,2007-04-04,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2006 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2006-05-05,2007-04-04,,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2006 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2006-05-05,2007-04-04,,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2006 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2006-05-05,2007-04-04,,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2006 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2006-05-05,2007-04-04,,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2006 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2006-05-05,2007-04-04,,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2006 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2006-05-05,2007-04-04,,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2006 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2006-05-05,2007-04-04,,,,zcrm_361303000001899133,Ongoing
Ban Huay Pueng Mai 2005 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2005-05-05,2006-04-04,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2005 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2005-05-05,2006-04-04,,,,zcrm_361303000000527050,Ongoing
Ban Mae Khi 2005 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2005-05-05,2006-04-04,,,,zcrm_361303000000546098,Ongoing
Ban Mae La Pa Wai 2005 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2005-05-05,2006-04-04,,,,zcrm_361303000000527052,Ongoing
Ban Mae Tho 2005 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2005-05-05,2006-04-04,,,,zcrm_361303000000527053,Ongoing
Ban Mae Tho Tai 2005 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2005-05-05,2006-04-04,,,,zcrm_361303000000527054,Ongoing
Khun Yuam Wittaya 2005 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2005-05-05,2006-04-04,,,,zcrm_361303000000527066,Ongoing
Mae La Noi Duransik 2005 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2005-05-05,2006-04-04,,,,zcrm_361303000001899133,Ongoing
Ban Huay Pueng Mai 2004 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2004-05-05,2005-04-04,,,,zcrm_361303000000527048,Ongoing
Ban Huay San 2004 Dorm Meals,zcrm_361303000000403229,2022-07-26 03:47:00,2004-05-05,2005-04-04,,,,zcrm_361303000000527050,Ongoing
